league_id,season,stage,source_code,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,AvgCA,AvgCD,AvgCH,B365CA,B365CD,B365CH,BFECA,BFECD,BFECH,Country,League,MaxCA,MaxCD,MaxCH,PSCA,PSCD,PSCH,Season
SWE_Allsvenskan,2023,regular_league,SWE,01/10/2023,16:30,Hammarby,Goteborg,1,1,D,4.1,3.56,1.88,,,,,,,Sweden,Allsvenskan,4.4,3.77,1.96,4.39,3.61,1.91,2023
SWE_Allsvenskan,2023,regular_league,SWE,01/10/2023,16:30,Mjallby,Varnamo,2,3,A,2.99,3.16,2.46,,,,,,,Sweden,Allsvenskan,3.2,3.3,2.57,3.18,3.17,2.52,2023
SWE_Allsvenskan,2023,regular_league,SWE,02/10/2023,18:00,Elfsborg,Varberg,2,1,H,12.68,7.31,1.19,,,,,,,Sweden,Allsvenskan,15.5,8.4,1.22,12.69,7.67,1.21,2023
SWE_Allsvenskan,2023,regular_league,SWE,02/10/2023,18:10,Malmo FF,Brommapojkarna,2,1,H,7.95,5.61,1.33,,,,,,,Sweden,Allsvenskan,9,6.2,1.37,8.26,6.02,1.34,2023
SWE_Allsvenskan,2023,regular_league,SWE,07/10/2023,14:00,AIK,Mjallby,1,0,H,4.78,3.56,1.76,,,,,,,Sweden,Allsvenskan,5.06,3.73,1.84,4.95,3.66,1.81,2023
SWE_Allsvenskan,2023,regular_league,SWE,07/10/2023,14:00,Halmstad,Degerfors,0,0,D,4,3.5,1.92,,,,,,,Sweden,Allsvenskan,4.34,3.78,2.02,4.34,3.59,1.92,2023
SWE_Allsvenskan,2023,regular_league,SWE,07/10/2023,16:30,Goteborg,Sirius,0,1,A,3.7,3.5,2,,,,,,,Sweden,Allsvenskan,4.01,3.65,2.05,4.01,3.59,2,2023
SWE_Allsvenskan,2023,regular_league,SWE,08/10/2023,14:00,Brommapojkarna,Elfsborg,0,3,A,2.01,3.81,3.37,,,,,,,Sweden,Allsvenskan,2.1,4,3.6,2.06,3.99,3.4,2023
SWE_Allsvenskan,2023,regular_league,SWE,08/10/2023,14:00,Kalmar,Malmo FF,1,0,H,1.76,3.76,4.49,,,,,,,Sweden,Allsvenskan,1.81,3.91,4.8,1.78,3.84,4.8,2023
SWE_Allsvenskan,2023,regular_league,SWE,08/10/2023,14:00,Varnamo,Norrkoping,2,1,H,3.59,3.55,2.01,,,,,,,Sweden,Allsvenskan,3.81,3.75,2.15,3.71,3.69,2.05,2023
