competition_id,season,source_season,stage,source_code,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,game_id,meet_name,round,venue
KOR_KLeague1,2021,2021,regular_rounds_1_33,kleague.com/getScheduleList.do,2021-07-21,20:00,광주,강원,3,1,H,120,하나원큐 K리그1 2021,20,광주 축구 전용경기장
KOR_KLeague1,2021,2021,regular_rounds_1_33,kleague.com/getScheduleList.do,2021-07-23,19:30,수원,인천,1,2,A,121,하나원큐 K리그1 2021,21,수원 월드컵 경기장
KOR_KLeague1,2021,2021,regular_rounds_1_33,kleague.com/getScheduleList.do,2021-07-24,19:00,포항,서울,0,1,A,123,하나원큐 K리그1 2021,21,포항 스틸야드
KOR_KLeague1,2021,2021,regular_rounds_1_33,kleague.com/getScheduleList.do,2021-07-25,19:00,울산,수원FC,2,5,A,125,하나원큐 K리그1 2021,21,울산 문수 축구경기장
KOR_KLeague1,2021,2021,regular_rounds_1_33,kleague.com/getScheduleList.do,2021-07-25,20:00,강원,제주,2,2,D,126,하나원큐 K리그1 2021,21,춘천 송암 스포츠타운
KOR_KLeague1,2021,2021,regular_rounds_1_33,kleague.com/getScheduleList.do,2021-07-31,20:00,서울,울산,0,0,D,128,하나원큐 K리그1 2021,22,서울 월드컵 경기장
KOR_KLeague1,2021,2021,regular_rounds_1_33,kleague.com/getScheduleList.do,2021-07-31,20:00,제주,인천,1,4,A,129,하나원큐 K리그1 2021,22,제주 월드컵 경기장
KOR_KLeague1,2021,2021,regular_rounds_1_33,kleague.com/getScheduleList.do,2021-08-01,20:00,광주,성남,0,0,D,127,하나원큐 K리그1 2021,22,광주 축구 전용경기장
KOR_KLeague1,2021,2021,regular_rounds_1_33,kleague.com/getScheduleList.do,2021-08-01,20:00,대구,포항,1,1,D,131,하나원큐 K리그1 2021,22,DGB대구은행파크
KOR_KLeague1,2021,2021,regular_rounds_1_33,kleague.com/getScheduleList.do,2021-08-01,20:00,강원,수원,3,0,H,132,하나원큐 K리그1 2021,22,춘천 송암 스포츠타운
KOR_KLeague1,2021,2021,regular_rounds_1_33,kleague.com/getScheduleList.do,2021-08-04,19:00,울산,대구,2,1,H,119,하나원큐 K리그1 2021,20,울산 문수 축구경기장
KOR_KLeague1,2021,2021,regular_rounds_1_33,kleague.com/getScheduleList.do,2021-08-04,19:30,포항,성남,1,0,H,92,하나원큐 K리그1 2021,16,포항 스틸야드
KOR_KLeague1,2021,2021,regular_rounds_1_33,kleague.com/getScheduleList.do,2021-08-04,19:30,수원FC,전북,1,0,H,130,하나원큐 K리그1 2021,22,수원 종합 운동장
KOR_KLeague1,2021,2021,regular_rounds_1_33,kleague.com/getScheduleList.do,2021-08-07,19:00,전북,대구,2,1,H,133,하나원큐 K리그1 2021,23,전주 월드컵 경기장
KOR_KLeague1,2021,2021,regular_rounds_1_33,kleague.com/getScheduleList.do,2021-08-07,20:00,울산,강원,2,1,H,134,하나원큐 K리그1 2021,23,울산 문수 축구경기장
KOR_KLeague1,2021,2021,regular_rounds_1_33,kleague.com/getScheduleList.do,2021-08-07,20:00,수원,제주,0,0,D,135,하나원큐 K리그1 2021,23,수원 월드컵 경기장
KOR_KLeague1,2021,2021,regular_rounds_1_33,kleague.com/getScheduleList.do,2021-08-07,20:00,성남,포항,1,0,H,136,하나원큐 K리그1 2021,23,탄천 종합 운동장
KOR_KLeague1,2021,2021,regular_rounds_1_33,kleague.com/getScheduleList.do,2021-08-08,20:00,서울,광주,1,0,H,137,하나원큐 K리그1 2021,23,서울 월드컵 경기장
KOR_KLeague1,2021,2021,regular_rounds_1_33,kleague.com/getScheduleList.do,2021-08-08,20:00,인천,수원FC,0,0,D,138,하나원큐 K리그1 2021,23,인천 축구 전용경기장
KOR_KLeague1,2021,2021,regular_rounds_1_33,kleague.com/getScheduleList.do,2021-08-11,19:00,전북,광주,3,0,H,122,하나원큐 K리그1 2021,21,전주 월드컵 경기장
KOR_KLeague1,2021,2021,regular_rounds_1_33,kleague.com/getScheduleList.do,2021-08-14,18:00,강원,대구,2,0,H,146,하나원큐 K리그1 2021,25,강릉 종합 운동장
KOR_KLeague1,2021,2021,regular_rounds_1_33,kleague.com/getScheduleList.do,2021-08-14,19:30,제주,울산,2,2,D,145,하나원큐 K리그1 2021,25,제주 월드컵 경기장
KOR_KLeague1,2021,2021,regular_rounds_1_33,kleague.com/getScheduleList.do,2021-08-14,20:00,수원,성남,1,2,A,147,하나원큐 K리그1 2021,25,수원 월드컵 경기장
KOR_KLeague1,2021,2021,regular_rounds_1_33,kleague.com/getScheduleList.do,2021-08-15,18:00,전북,서울,3,2,H,148,하나원큐 K리그1 2021,25,전주 월드컵 경기장
KOR_KLeague1,2021,2021,regular_rounds_1_33,kleague.com/getScheduleList.do,2021-08-15,19:00,포항,수원FC,3,1,H,149,하나원큐 K리그1 2021,25,포항 스틸야드
KOR_KLeague1,2021,2021,regular_rounds_1_33,kleague.com/getScheduleList.do,2021-08-15,20:00,광주,인천,1,0,H,150,하나원큐 K리그1 2021,25,광주 축구 전용경기장
KOR_KLeague1,2021,2021,regular_rounds_1_33,kleague.com/getScheduleList.do,2021-08-18,19:00,인천,성남,1,0,H,117,하나원큐 K리그1 2021,20,인천 축구 전용경기장
KOR_KLeague1,2021,2021,regular_rounds_1_33,kleague.com/getScheduleList.do,2021-08-18,19:30,서울,제주,0,1,A,116,하나원큐 K리그1 2021,20,서울 월드컵 경기장
KOR_KLeague1,2021,2021,regular_rounds_1_33,kleague.com/getScheduleList.do,2021-08-20,19:30,대구,광주,1,2,A,151,하나원큐 K리그1 2021,26,DGB대구은행파크
KOR_KLeague1,2021,2021,regular_rounds_1_33,kleague.com/getScheduleList.do,2021-08-21,19:00,성남,전북,0,0,D,153,하나원큐 K리그1 2021,26,탄천 종합 운동장
